"chw" "question" "score"
"26" "89fda0284e008d2e0c980fb13f96372c" "form.bp2.not_yet_maternal_emergency" 0
"27" "89fda0284e008d2e0c980fb13f99f90d" "form.bp2.not_yet_maternal_emergency" 0
"28" "89fda0284e008d2e0c980fb13f98fe2e" "form.bp2.not_yet_maternal_emergency" 0
"29" "89fda0284e008d2e0c980fb13f97cef7" "form.bp2.not_yet_maternal_emergency" 0
"30" "89fda0284e008d2e0c980fb13f987d0e" "form.bp2.not_yet_maternal_emergency" 0
"31" "89fda0284e008d2e0c980fb13f9b3f75" "form.bp2.not_yet_maternal_emergency" 0
"32" "89fda0284e008d2e0c980fb13f957a1e" "form.bp2.not_yet_maternal_emergency" 0
"33" "89fda0284e008d2e0c980fb13f98d506" "form.bp2.not_yet_maternal_emergency" 0
"34" "89fda0284e008d2e0c980fb13f9b19cd" "form.bp2.not_yet_maternal_emergency" 0
"35" "89fda0284e008d2e0c980fb13f9ad330" "form.bp2.not_yet_maternal_emergency" 0
"36" "89fda0284e008d2e0c980fb13f96a690" "form.bp2.not_yet_maternal_emergency" 0
"37" "89fda0284e008d2e0c980fb13f99a3ad" "form.bp2.not_yet_maternal_emergency" 0
"38" "89fda0284e008d2e0c980fb13f97d834" "form.bp2.not_yet_maternal_emergency" 0
"39" "89fda0284e008d2e0c980fb13f972945" "form.bp2.not_yet_maternal_emergency" 0
"40" "89fda0284e008d2e0c980fb13f97dff4" "form.bp2.not_yet_maternal_emergency" 0
"41" "89fda0284e008d2e0c980fb13f985425" "form.bp2.not_yet_maternal_emergency" 0
"42" "89fda0284e008d2e0c980fb13f955485" "form.bp2.not_yet_maternal_emergency" 0
"43" "89fda0284e008d2e0c980fb13f9899b3" "form.bp2.not_yet_maternal_emergency" 0
"44" "70c6ba6f55ed21716fe725c214694428" "form.bp2.not_yet_maternal_emergency" 0
"45" "89fda0284e008d2e0c980fb13f969126" "form.bp2.not_yet_maternal_emergency" 0
"46" "89fda0284e008d2e0c980fb13f964b7e" "form.bp2.not_yet_maternal_emergency" 0
"47" "70c6ba6f55ed21716fe725c21469fe3b" "form.bp2.not_yet_maternal_emergency" 0
"48" "89fda0284e008d2e0c980fb13f952278" "form.bp2.not_yet_maternal_emergency" 0
"49" "70c6ba6f55ed21716fe725c21469a1e0" "form.bp2.not_yet_maternal_emergency" 0
"50" "89fda0284e008d2e0c980fb13f95bb9f" "form.bp2.not_yet_maternal_emergency" 0
"51" "89fda0284e008d2e0c980fb13f979bb8" "form.bp2.not_yet_maternal_emergency" 0
"52" "89fda0284e008d2e0c980fb13f950d25" "form.bp2.not_yet_maternal_emergency" 0
"53" "89fda0284e008d2e0c980fb13f98af77" "form.bp2.not_yet_maternal_emergency" 0
"54" "89fda0284e008d2e0c980fb13f9a6a78" "form.bp2.not_yet_maternal_emergency" 0
"55" "89fda0284e008d2e0c980fb13f958239" "form.bp2.not_yet_maternal_emergency" 0
"56" "89fda0284e008d2e0c980fb13f9b1ab6" "form.bp2.not_yet_maternal_emergency" 0
"57" "89fda0284e008d2e0c980fb13f9a4d8a" "form.bp2.not_yet_maternal_emergency" 0
"58" "89fda0284e008d2e0c980fb13f95e9b4" "form.bp2.not_yet_maternal_emergency" 0
"59" "89fda0284e008d2e0c980fb13f97eeaa" "form.bp2.not_yet_maternal_emergency" 0
"60" "89fda0284e008d2e0c980fb13f9a6042" "form.bp2.not_yet_maternal_emergency" 0
"61" "89fda0284e008d2e0c980fb13f9ab153" "form.bp2.not_yet_maternal_emergency" 0
"62" "89fda0284e008d2e0c980fb13f9ad888" "form.bp2.not_yet_maternal_emergency" 0
"63" "89fda0284e008d2e0c980fb13f994cf8" "form.bp2.not_yet_maternal_emergency" 0
"64" "89fda0284e008d2e0c980fb13f97583c" "form.bp2.not_yet_maternal_emergency" 0
"65" "89fda0284e008d2e0c980fb13f992222" "form.bp2.not_yet_maternal_emergency" 0
"66" "89fda0284e008d2e0c980fb13f95f2b4" "form.bp2.not_yet_maternal_emergency" 0
"67" "89fda0284e008d2e0c980fb13f9b2365" "form.bp2.not_yet_maternal_emergency" 0
"68" "89fda0284e008d2e0c980fb13f9866e8" "form.bp2.not_yet_maternal_emergency" 0
"69" "89fda0284e008d2e0c980fb13f9a88cd" "form.bp2.not_yet_maternal_emergency" 0
"70" "89fda0284e008d2e0c980fb13f9628e2" "form.bp2.not_yet_maternal_emergency" 0
"71" "89fda0284e008d2e0c980fb13f95300e" "form.bp2.not_yet_maternal_emergency" 0
"72" "89fda0284e008d2e0c980fb13f970282" "form.bp2.not_yet_maternal_emergency" 0
"73" "89fda0284e008d2e0c980fb13f98b956" "form.bp2.not_yet_maternal_emergency" 0
"74" "70c6ba6f55ed21716fe725c214692ffd" "form.bp2.not_yet_maternal_emergency" 0
"75" "89fda0284e008d2e0c980fb13f94e5b7" "form.bp2.not_yet_maternal_emergency" 0
"76" "89fda0284e008d2e0c980fb13f983809" "form.bp2.not_yet_maternal_emergency" 0
"77" "89fda0284e008d2e0c980fb13f99d8c6" "form.bp2.not_yet_maternal_emergency" 0
"78" "89fda0284e008d2e0c980fb13f95b755" "form.bp2.not_yet_maternal_emergency" 0
"79" "89fda0284e008d2e0c980fb13f98ed57" "form.bp2.not_yet_maternal_emergency" 0
"80" "89fda0284e008d2e0c980fb13f979609" "form.bp2.not_yet_maternal_emergency" 0
"81" "89fda0284e008d2e0c980fb13f961f23" "form.bp2.not_yet_maternal_emergency" 0
"82" "89fda0284e008d2e0c980fb13f97850c" "form.bp2.not_yet_maternal_emergency" 0
"83" "89fda0284e008d2e0c980fb13f964e6a" "form.bp2.not_yet_maternal_emergency" 0
"84" "89fda0284e008d2e0c980fb13f97fc0a" "form.bp2.not_yet_maternal_emergency" 0
"85" "89fda0284e008d2e0c980fb13f95fe45" "form.bp2.not_yet_maternal_emergency" 0
"86" "89fda0284e008d2e0c980fb13f999c89" "form.bp2.not_yet_maternal_emergency" 0
"87" "89fda0284e008d2e0c980fb13f99a592" "form.bp2.not_yet_maternal_emergency" 0
"88" "89fda0284e008d2e0c980fb13f997d88" "form.bp2.not_yet_maternal_emergency" 0
"89" "89fda0284e008d2e0c980fb13f966e31" "form.bp2.not_yet_maternal_emergency" 0
"90" "89fda0284e008d2e0c980fb13f981bae" "form.bp2.not_yet_maternal_emergency" 0
"91" "89fda0284e008d2e0c980fb13f989136" "form.bp2.not_yet_maternal_emergency" 0
"92" "89fda0284e008d2e0c980fb13f995be3" "form.bp2.not_yet_maternal_emergency" 0
"93" "89fda0284e008d2e0c980fb13f98c6e0" "form.bp2.not_yet_maternal_emergency" 0
"94" "89fda0284e008d2e0c980fb13f97722c" "form.bp2.not_yet_maternal_emergency" 0
"95" "89fda0284e008d2e0c980fb13f992875" "form.bp2.not_yet_maternal_emergency" 0
"96" "89fda0284e008d2e0c980fb13f9a5551" "form.bp2.not_yet_maternal_emergency" 0
"97" "89fda0284e008d2e0c980fb13f96554b" "form.bp2.not_yet_maternal_emergency" 0
"98" "89fda0284e008d2e0c980fb13f9b46eb" "form.bp2.not_yet_maternal_emergency" 0
"99" "70c6ba6f55ed21716fe725c21469c91d" "form.bp2.not_yet_maternal_emergency" 0
"100" "89fda0284e008d2e0c980fb13f98736b" "form.bp2.not_yet_maternal_emergency" 0
"101" "89fda0284e008d2e0c980fb13f95f7a6" "form.bp2.not_yet_maternal_emergency" 0
"102" "89fda0284e008d2e0c980fb13f94d6ef" "form.bp2.not_yet_maternal_emergency" 0
"103" "89fda0284e008d2e0c980fb13f9859d8" "form.bp2.not_yet_maternal_emergency" 0
"104" "89fda0284e008d2e0c980fb13f96c45a" "form.bp2.not_yet_maternal_emergency" 0
"105" "89fda0284e008d2e0c980fb13f968eb0" "form.bp2.not_yet_maternal_emergency" 0
"106" "89fda0284e008d2e0c980fb13f983d38" "form.bp2.not_yet_maternal_emergency" 0
"107" "89fda0284e008d2e0c980fb13f97bafa" "form.bp2.not_yet_maternal_emergency" 0
"108" "89fda0284e008d2e0c980fb13f966efc" "form.bp2.not_yet_maternal_emergency" 0
"109" "89fda0284e008d2e0c980fb13f960ab3" "form.bp2.not_yet_maternal_emergency" 0
"110" "89fda0284e008d2e0c980fb13f95a0fb" "form.bp2.not_yet_maternal_emergency" 0
"111" "89fda0284e008d2e0c980fb13f96442a" "form.bp2.not_yet_maternal_emergency" 0
"112" "fcd13ae716841026ee760704bb0d99ee" "form.bp2.not_yet_maternal_emergency" 0
"113" "89fda0284e008d2e0c980fb13f9ac931" "form.bp2.not_yet_maternal_emergency" 0
"114" "89fda0284e008d2e0c980fb13f95477d" "form.bp2.not_yet_maternal_emergency" 0
"115" "89fda0284e008d2e0c980fb13f99c940" "form.bp2.not_yet_maternal_emergency" 0
"116" "89fda0284e008d2e0c980fb13f98abea" "form.bp2.not_yet_maternal_emergency" 0
"117" "89fda0284e008d2e0c980fb13f956856" "form.bp2.not_yet_maternal_emergency" 0
"118" "89fda0284e008d2e0c980fb13f98317d" "form.bp2.not_yet_maternal_emergency" 0
"119" "70c6ba6f55ed21716fe725c2146903eb" "form.bp2.not_yet_maternal_emergency" 0
"120" "89fda0284e008d2e0c980fb13f978e69" "form.bp2.not_yet_maternal_emergency" 0
"121" "89fda0284e008d2e0c980fb13f99e74b" "form.bp2.not_yet_maternal_emergency" 0
"122" "89fda0284e008d2e0c980fb13f97ae9f" "form.bp2.not_yet_maternal_emergency" 0
"123" "89fda0284e008d2e0c980fb13f9a2e6b" "form.bp2.not_yet_maternal_emergency" 0
"124" "89fda0284e008d2e0c980fb13f9509fd" "form.bp2.not_yet_maternal_emergency" 0
"125" "89fda0284e008d2e0c980fb13f9b5439" "form.bp2.not_yet_maternal_emergency" 0
"126" "89fda0284e008d2e0c980fb13f98311d" "form.bp2.not_yet_maternal_emergency" 0
"127" "fcd13ae716841026ee760704bb0d89b2" "form.bp2.not_yet_maternal_emergency" 0
"128" "89fda0284e008d2e0c980fb13f970c18" "form.bp2.not_yet_maternal_emergency" 0
"129" "89fda0284e008d2e0c980fb13f9692b3" "form.bp2.not_yet_maternal_emergency" 0
"130" "89fda0284e008d2e0c980fb13f9ae796" "form.bp2.not_yet_maternal_emergency" 0
"131" "89fda0284e008d2e0c980fb13f97cb4f" "form.bp2.not_yet_maternal_emergency" 0
"132" "89fda0284e008d2e0c980fb13f992e2c" "form.bp2.not_yet_maternal_emergency" 0
"133" "89fda0284e008d2e0c980fb13f950688" "form.bp2.not_yet_maternal_emergency" 0
"134" "89fda0284e008d2e0c980fb13f95623e" "form.bp2.not_yet_maternal_emergency" 0
"135" "89fda0284e008d2e0c980fb13f9b1273" "form.bp2.not_yet_maternal_emergency" 0
"136" "89fda0284e008d2e0c980fb13f976b14" "form.bp2.not_yet_maternal_emergency" 0
"137" "89fda0284e008d2e0c980fb13f9a7b0c" "form.bp2.not_yet_maternal_emergency" 0
"138" "89fda0284e008d2e0c980fb13f980116" "form.bp2.not_yet_maternal_emergency" 0
"139" "89fda0284e008d2e0c980fb13f99b52b" "form.bp2.not_yet_maternal_emergency" 0
"140" "89fda0284e008d2e0c980fb13f99a47e" "form.bp2.not_yet_maternal_emergency" 0
"141" "89fda0284e008d2e0c980fb13f9992a6" "form.bp2.not_yet_maternal_emergency" 0
"142" "89fda0284e008d2e0c980fb13f9b1c77" "form.bp2.not_yet_maternal_emergency" 0
"143" "89fda0284e008d2e0c980fb13f9597bc" "form.bp2.not_yet_maternal_emergency" 0
"144" "89fda0284e008d2e0c980fb13f9978cb" "form.bp2.not_yet_maternal_emergency" 0
"145" "89fda0284e008d2e0c980fb13f951435" "form.bp2.not_yet_maternal_emergency" 0
"146" "89fda0284e008d2e0c980fb13f94fae5" "form.bp2.not_yet_maternal_emergency" 0
"147" "89fda0284e008d2e0c980fb13f9b0cfa" "form.bp2.not_yet_maternal_emergency" 0
"148" "89fda0284e008d2e0c980fb13f98872f" "form.bp2.not_yet_maternal_emergency" 0
"149" "70c6ba6f55ed21716fe725c214694627" "form.bp2.not_yet_maternal_emergency" 0
"150" "89fda0284e008d2e0c980fb13f96de63" "form.bp2.not_yet_maternal_emergency" 0
"151" "89fda0284e008d2e0c980fb13f99fa39" "form.bp2.not_yet_maternal_emergency" 0
"152" "89fda0284e008d2e0c980fb13f950883" "form.bp2.not_yet_maternal_emergency" 0
"153" "89fda0284e008d2e0c980fb13f98a6d5" "form.bp2.not_yet_maternal_emergency" 0
"154" "89fda0284e008d2e0c980fb13f966281" "form.bp2.not_yet_maternal_emergency" 0
"155" "89fda0284e008d2e0c980fb13f99886e" "form.bp2.not_yet_maternal_emergency" 0
"156" "89fda0284e008d2e0c980fb13f94f3f9" "form.bp2.not_yet_maternal_emergency" 0
"157" "fb6e0b19cbe3ef683a10c4c47669d0ce" "form.bp2.not_yet_maternal_emergency" 0
"158" "89fda0284e008d2e0c980fb13f973bdc" "form.bp2.not_yet_maternal_emergency" 0
"159" "89fda0284e008d2e0c980fb13f97bdf2" "form.bp2.not_yet_maternal_emergency" 0
"160" "89fda0284e008d2e0c980fb13f976d3e" "form.bp2.not_yet_maternal_emergency" 0
"161" "89fda0284e008d2e0c980fb13f94f406" "form.bp2.not_yet_maternal_emergency" 0
"162" "89fda0284e008d2e0c980fb13f96114d" "form.bp2.not_yet_maternal_emergency" 0
"163" "89fda0284e008d2e0c980fb13f978578" "form.bp2.not_yet_maternal_emergency" 0
"164" "89fda0284e008d2e0c980fb13f9735c8" "form.bp2.not_yet_maternal_emergency" 0
"165" "70c6ba6f55ed21716fe725c21469ace7" "form.bp2.not_yet_maternal_emergency" 0
"166" "89fda0284e008d2e0c980fb13f9900d3" "form.bp2.not_yet_maternal_emergency" 0
"167" "89fda0284e008d2e0c980fb13f985a55" "form.bp2.not_yet_maternal_emergency" 0
"168" "89fda0284e008d2e0c980fb13f960194" "form.bp2.not_yet_maternal_emergency" 0
"169" "89fda0284e008d2e0c980fb13f97a0ca" "form.bp2.not_yet_maternal_emergency" 0
"170" "89fda0284e008d2e0c980fb13f956dab" "form.bp2.not_yet_maternal_emergency" 0
"171" "89fda0284e008d2e0c980fb13f980ee3" "form.bp2.not_yet_maternal_emergency" 0
"172" "89fda0284e008d2e0c980fb13f9528e1" "form.bp2.not_yet_maternal_emergency" 0
"173" "89fda0284e008d2e0c980fb13f97478a" "form.bp2.not_yet_maternal_emergency" 0
"174" "89fda0284e008d2e0c980fb13f955cb1" "form.bp2.not_yet_maternal_emergency" 0
"175" "70c6ba6f55ed21716fe725c21469e6ed" "form.bp2.not_yet_maternal_emergency" 0
"176" "89fda0284e008d2e0c980fb13f98d9d7" "form.bp2.not_yet_maternal_emergency" 0
"177" "70c6ba6f55ed21716fe725c2146966b6" "form.bp2.not_yet_maternal_emergency" 0
"178" "89fda0284e008d2e0c980fb13f9b3322" "form.bp2.not_yet_maternal_emergency" 0
"179" "89fda0284e008d2e0c980fb13f990df9" "form.bp2.not_yet_maternal_emergency" 0
"180" "89fda0284e008d2e0c980fb13f95dbc7" "form.bp2.not_yet_maternal_emergency" 0
"181" "89fda0284e008d2e0c980fb13f959c0a" "form.bp2.not_yet_maternal_emergency" 0
"182" "fb6e0b19cbe3ef683a10c4c47669bc70" "form.bp2.not_yet_maternal_emergency" 0
"183" "89fda0284e008d2e0c980fb13f96ef9f" "form.bp2.not_yet_maternal_emergency" 0
"184" "70c6ba6f55ed21716fe725c2146972eb" "form.bp2.not_yet_maternal_emergency" 0
"185" "89fda0284e008d2e0c980fb13f976515" "form.bp2.not_yet_maternal_emergency" 0
"186" "89fda0284e008d2e0c980fb13f9b5305" "form.bp2.not_yet_maternal_emergency" 0
"187" "89fda0284e008d2e0c980fb13f958016" "form.bp2.not_yet_maternal_emergency" 0
"188" "89fda0284e008d2e0c980fb13f99f651" "form.bp2.not_yet_maternal_emergency" 0
"189" "89fda0284e008d2e0c980fb13f98e475" "form.bp2.not_yet_maternal_emergency" 0
"190" "fcd13ae716841026ee760704bb0da4a8" "form.bp2.not_yet_maternal_emergency" 0
"191" "89fda0284e008d2e0c980fb13f9a9d0f" "form.bp2.not_yet_maternal_emergency" 0
"192" "fcd13ae716841026ee760704bb0d7fee" "form.bp2.not_yet_maternal_emergency" 0
"193" "89fda0284e008d2e0c980fb13f9a3e49" "form.bp2.not_yet_maternal_emergency" 0
"194" "89fda0284e008d2e0c980fb13f999899" "form.bp2.not_yet_maternal_emergency" 0
"195" "89fda0284e008d2e0c980fb13f95ad0e" "form.bp2.not_yet_maternal_emergency" 0
"196" "89fda0284e008d2e0c980fb13f97031c" "form.bp2.not_yet_maternal_emergency" 0
"197" "89fda0284e008d2e0c980fb13f954d49" "form.bp2.not_yet_maternal_emergency" 0
"198" "89fda0284e008d2e0c980fb13f987fd5" "form.bp2.not_yet_maternal_emergency" 0
"199" "70c6ba6f55ed21716fe725c214691571" "form.bp2.not_yet_maternal_emergency" 0
"200" "89fda0284e008d2e0c980fb13f94e6b6" "form.bp2.not_yet_maternal_emergency" 0
"201" "89fda0284e008d2e0c980fb13f9a68f3" "form.bp2.not_yet_maternal_emergency" 0
"202" "fcd13ae716841026ee760704bb0d7ba4" "form.bp2.not_yet_maternal_emergency" 0
"203" "fcd13ae716841026ee760704bb0d89a7" "form.bp2.not_yet_maternal_emergency" 0
"204" "89fda0284e008d2e0c980fb13f998a68" "form.bp2.not_yet_maternal_emergency" 0
"205" "89fda0284e008d2e0c980fb13f9a0d1f" "form.bp2.not_yet_maternal_emergency" 0
"206" "89fda0284e008d2e0c980fb13f97256b" "form.bp2.not_yet_maternal_emergency" 0
"207" "89fda0284e008d2e0c980fb13f9849f8" "form.bp2.not_yet_maternal_emergency" 0
"208" "89fda0284e008d2e0c980fb13f9a6d98" "form.bp2.not_yet_maternal_emergency" 0
"209" "89fda0284e008d2e0c980fb13f95cb81" "form.bp2.not_yet_maternal_emergency" 0
"210" "89fda0284e008d2e0c980fb13f96e561" "form.bp2.not_yet_maternal_emergency" 0
"211" "89fda0284e008d2e0c980fb13f98f9d5" "form.bp2.not_yet_maternal_emergency" 0
"212" "89fda0284e008d2e0c980fb13f9afb45" "form.bp2.not_yet_maternal_emergency" 0
"213" "fcd13ae716841026ee760704bb0d92e5" "form.bp2.not_yet_maternal_emergency" 0
"214" "89fda0284e008d2e0c980fb13f958a63" "form.bp2.not_yet_maternal_emergency" 0
"215" "fb6e0b19cbe3ef683a10c4c47669d46d" "form.bp2.not_yet_maternal_emergency" 0
"216" "89fda0284e008d2e0c980fb13f96cf64" "form.bp2.not_yet_maternal_emergency" 0
"217" "89fda0284e008d2e0c980fb13f967b9f" "form.bp2.not_yet_maternal_emergency" 0
"218" "89fda0284e008d2e0c980fb13f9a1c42" "form.bp2.not_yet_maternal_emergency" 0
"219" "89fda0284e008d2e0c980fb13f98fd43" "form.bp2.not_yet_maternal_emergency" 0
"220" "89fda0284e008d2e0c980fb13f97540b" "form.bp2.not_yet_maternal_emergency" 0
"221" "89fda0284e008d2e0c980fb13f96f087" "form.bp2.not_yet_maternal_emergency" 0
"222" "89fda0284e008d2e0c980fb13f97710a" "form.bp2.not_yet_maternal_emergency" 0
"223" "89fda0284e008d2e0c980fb13f96fddb" "form.bp2.not_yet_maternal_emergency" 0
"224" "89fda0284e008d2e0c980fb13f9b05d4" "form.bp2.not_yet_maternal_emergency" 0
"225" "89fda0284e008d2e0c980fb13f9a06a3" "form.bp2.not_yet_maternal_emergency" 0
"226" "89fda0284e008d2e0c980fb13f9a052b" "form.bp2.not_yet_maternal_emergency" 0
"227" "89fda0284e008d2e0c980fb13f96bd60" "form.bp2.not_yet_maternal_emergency" 0
"228" "89fda0284e008d2e0c980fb13f993d70" "form.bp2.not_yet_maternal_emergency" 0
"229" "89fda0284e008d2e0c980fb13f95d481" "form.bp1.counsel_ifa" 0.00651507551103012
"230" "89fda0284e008d2e0c980fb13f978216" "form.bp1.counsel_ifa" 0.00415854044143476
"231" "89fda0284e008d2e0c980fb13f9917a0" "form.bp1.counsel_ifa" 0.00683777365595225
"232" "89fda0284e008d2e0c980fb13f9b323a" "form.bp1.counsel_ifa" 0.0134943702510115
"233" "89fda0284e008d2e0c980fb13f97b53a" "form.bp1.counsel_ifa" 0.000841596254681996
"234" "70c6ba6f55ed21716fe725c2146982df" "form.bp1.counsel_ifa" 0.0020144738461328
"235" "89fda0284e008d2e0c980fb13f99fba3" "form.bp1.counsel_ifa" 0.00821056873456156
"236" "89fda0284e008d2e0c980fb13f99a86d" "form.bp1.counsel_ifa" 0.00544141919652012
"237" "89fda0284e008d2e0c980fb13f9a51a9" "form.bp1.counsel_ifa" 0.00621643155721464
"238" "89fda0284e008d2e0c980fb13f982710" "form.bp1.counsel_ifa" 0.00372253023360859
"239" "89fda0284e008d2e0c980fb13f95205a" "form.bp1.counsel_ifa" 0.00272249065187964
"240" "89fda0284e008d2e0c980fb13f97e56a" "form.bp1.counsel_ifa" 0.0187167169834416
"241" "89fda0284e008d2e0c980fb13f9ad060" "form.bp1.counsel_ifa" 0.00186975609685204
"242" "89fda0284e008d2e0c980fb13f99f8e5" "form.bp1.counsel_ifa" 0.00460612979647385
"243" "89fda0284e008d2e0c980fb13f975e5c" "form.bp1.counsel_ifa" 0.0010533492421453
"244" "89fda0284e008d2e0c980fb13f996b98" "form.bp1.counsel_ifa" 0.0048803001310339
"245" "70c6ba6f55ed21716fe725c21469d627" "form.bp1.counsel_ifa" 0.0011965790132788
"246" "89fda0284e008d2e0c980fb13f9aa5ec" "form.bp1.counsel_ifa" 0.00544141919652012
"247" "89fda0284e008d2e0c980fb13f953df5" "form.bp1.counsel_ifa" 0.0104514562848409
"248" "89fda0284e008d2e0c980fb13f96a8a3" "form.bp1.counsel_ifa" 0.0119682133879474
"249" "89fda0284e008d2e0c980fb13f9aee39" "form.bp1.counsel_ifa" 0.0084312736716732
"250" "89fda0284e008d2e0c980fb13f96807a" "form.bp1.counsel_ifa" 0.0789686944939851
"251" "89fda0284e008d2e0c980fb13f9623b3" "form.bp1.counsel_ifa" 0.00321440138213813
"252" "89fda0284e008d2e0c980fb13f9a94f7" "form.bp1.counsel_ifa" 0.00380881276826644
"253" "89fda0284e008d2e0c980fb13f9ab9a8" "form.bp1.counsel_ifa" 0.00193798398704094
"254" "89fda0284e008d2e0c980fb13f96372c" "form.bp1.counsel_ifa" 0.00764811098181153
"255" "89fda0284e008d2e0c980fb13f99f90d" "form.bp1.counsel_ifa" 0.0020144738461328
"256" "89fda0284e008d2e0c980fb13f98fe2e" "form.bp1.counsel_ifa" 0.000771826409822243
"257" "89fda0284e008d2e0c980fb13f97cef7" "form.bp1.counsel_ifa" 0.00775410772868766
"258" "89fda0284e008d2e0c980fb13f987d0e" "form.bp1.counsel_ifa" 0.00209139613143677
"259" "89fda0284e008d2e0c980fb13f9b3f75" "form.bp1.counsel_ifa" 0.00460612979647385
"260" "89fda0284e008d2e0c980fb13f957a1e" "form.bp1.counsel_ifa" 0.000626132096367768
"261" "89fda0284e008d2e0c980fb13f98d506" "form.bp1.counsel_ifa" 0.00469704960334081
"262" "89fda0284e008d2e0c980fb13f9b19cd" "form.bp1.counsel_ifa" 0.000564906538911191
"263" "89fda0284e008d2e0c980fb13f9ad330" "form.bp1.counsel_ifa" 0.0111533511212031
"264" "89fda0284e008d2e0c980fb13f96a690" "form.bp1.counsel_ifa" 0.000294205164212518
"265" "89fda0284e008d2e0c980fb13f99a3ad" "form.bp1.counsel_ifa" 0.00469704960334081
"266" "89fda0284e008d2e0c980fb13f97d834" "form.bp1.counsel_ifa" 0.00407041660975764
"267" "89fda0284e008d2e0c980fb13f972945" "form.bp1.counsel_ifa" 0.00171109618215422
"268" "89fda0284e008d2e0c980fb13f97dff4" "form.bp1.counsel_ifa" 0.00929140169748659
"269" "89fda0284e008d2e0c980fb13f985425" "form.bp1.counsel_ifa" 0.00248253761249151
"270" "89fda0284e008d2e0c980fb13f955485" "form.bp1.counsel_ifa" 0.00372253023360859
"271" "89fda0284e008d2e0c980fb13f9899b3" "form.bp1.counsel_ifa" 0.00178629644951382
"272" "70c6ba6f55ed21716fe725c214694428" "form.bp1.counsel_ifa" 0.00156197602622569
"273" "89fda0284e008d2e0c980fb13f969126" "form.bp1.counsel_ifa" 0.00613743929977668
"274" "89fda0284e008d2e0c980fb13f964b7e" "form.bp1.counsel_ifa" 0.0893320893125958
"275" "70c6ba6f55ed21716fe725c21469fe3b" "form.bp1.counsel_ifa" 0.133519205458764
"276" "89fda0284e008d2e0c980fb13f952278" "form.bp1.counsel_ifa" 0.00321440138213813
"277" "70c6ba6f55ed21716fe725c21469a1e0" "form.bp1.counsel_ifa" 0.00216875210084168
"278" "89fda0284e008d2e0c980fb13f95bb9f" "form.bp1.counsel_ifa" 0.00148805340985208
"279" "89fda0284e008d2e0c980fb13f979bb8" "form.bp1.counsel_ifa" 0.00112475661475876
"280" "89fda0284e008d2e0c980fb13f950d25" "form.bp1.counsel_ifa" 0.00209139613143677
"281" "89fda0284e008d2e0c980fb13f98af77" "form.bp1.counsel_ifa" 0.00807512308262604
"282" "89fda0284e008d2e0c980fb13f9a6a78" "form.bp1.counsel_ifa" 0.00163632315734018
"283" "89fda0284e008d2e0c980fb13f958239" "form.bp1.counsel_ifa" 0.00986489139887537
"284" "89fda0284e008d2e0c980fb13f9b1ab6" "form.bp1.counsel_ifa" 0.00313129682336292
