"months" "chw" "score" "rank"
"83" 1 "89fda0284e008d2e0c980fb13f99a3ad" 26.3169594423918 83
"84" 1 "89fda0284e008d2e0c980fb13f964b7e" 25.8305621055368 84
"85" 1 "fcd13ae716841026ee760704bb0da4a8" 25.7989209434992 85
"86" 1 "89fda0284e008d2e0c980fb13f989136" 24.3534975868498 86
"87" 1 "89fda0284e008d2e0c980fb13f9623b3" 24.0453156631517 87
"88" 1 "89fda0284e008d2e0c980fb13f9509fd" 23.7964683277529 88
"89" 1 "89fda0284e008d2e0c980fb13f972945" 23.7399712759694 89
"90" 1 "89fda0284e008d2e0c980fb13f99d8c6" 21.6362105522939 90
"91" 1 "89fda0284e008d2e0c980fb13f96e561" 20.0308407145158 91
"92" 1 "89fda0284e008d2e0c980fb13f9b1273" 19.8714757674006 92
"93" 1 "89fda0284e008d2e0c980fb13f960194" 19.7778046820245 93
"94" 1 "89fda0284e008d2e0c980fb13f94d6ef" 19.1134336948679 94
"95" 1 "89fda0284e008d2e0c980fb13f996b98" 19.0566573986998 95
"96" 1 "89fda0284e008d2e0c980fb13f97cb4f" 18.8945676672815 96
"97" 1 "89fda0284e008d2e0c980fb13f98e475" 18.3056629248365 97
"98" 1 "89fda0284e008d2e0c980fb13f98f9d5" 17.6834439041139 98
"99" 1 "89fda0284e008d2e0c980fb13f97bafa" 17.5306460095395 99
"100" 1 "89fda0284e008d2e0c980fb13f9978cb" 17.441880756913 100
"101" 1 "89fda0284e008d2e0c980fb13f94f3f9" 17.3917476739758 101
"102" 1 "89fda0284e008d2e0c980fb13f95f7a6" 17.2968544313487 102
"103" 1 "89fda0284e008d2e0c980fb13f975e5c" 17.0987007375898 103
"104" 1 "89fda0284e008d2e0c980fb13f970282" 16.7564356788492 104
"105" 1 "89fda0284e008d2e0c980fb13f98736b" 16.3252490026446 105
"106" 1 "89fda0284e008d2e0c980fb13f9a88cd" 15.1450463271804 106
"107" 1 "89fda0284e008d2e0c980fb13f9628e2" 15.0416451696597 107
"108" 1 "89fda0284e008d2e0c980fb13f985a55" 14.9022038829869 108
"109" 1 "89fda0284e008d2e0c980fb13f994cf8" 14.9022038829869 109
"110" 1 "89fda0284e008d2e0c980fb13f94fae5" 14.8897523537576 110
"111" 1 "89fda0284e008d2e0c980fb13f980116" 14.5930496507186 111
"112" 1 "89fda0284e008d2e0c980fb13f950688" 14.2486512425043 112
"113" 1 "70c6ba6f55ed21716fe725c21469c91d" 13.565938235022 113
"114" 2 "89fda0284e008d2e0c980fb13f95d481" 387.840928418812 1
"115" 2 "89fda0284e008d2e0c980fb13f97dff4" 213.716239312874 2
"116" 2 "70c6ba6f55ed21716fe725c2146903eb" 208.17678741663 3
"117" 2 "89fda0284e008d2e0c980fb13f97eeaa" 202.997737145083 4
"118" 2 "89fda0284e008d2e0c980fb13f9628e2" 184.880141365825 5
"119" 2 "89fda0284e008d2e0c980fb13f953df5" 137.087524762443 6
"120" 2 "89fda0284e008d2e0c980fb13f9a6042" 136.368336603253 7
"121" 2 "89fda0284e008d2e0c980fb13f9b46eb" 135.853483778803 8
"122" 2 "89fda0284e008d2e0c980fb13f97cef7" 135.051209849274 9
"123" 2 "89fda0284e008d2e0c980fb13f9ac931" 130.190507596406 10
"124" 2 "89fda0284e008d2e0c980fb13f997d88" 122.506821637636 11
"125" 2 "89fda0284e008d2e0c980fb13f9b323a" 111.580809041637 12
"126" 2 "70c6ba6f55ed21716fe725c21469fe3b" 111.182442388071 13
"127" 2 "89fda0284e008d2e0c980fb13f97850c" 97.4993846153002 14
"128" 2 "89fda0284e008d2e0c980fb13f97256b" 94.46835020045 15
"129" 2 "89fda0284e008d2e0c980fb13f9b0cfa" 93.5962732055051 16
"130" 2 "89fda0284e008d2e0c980fb13f980116" 92.1335548839705 17
"131" 2 "89fda0284e008d2e0c980fb13f96807a" 87.8998200803115 18
"132" 2 "89fda0284e008d2e0c980fb13f970c18" 87.5133467882905 19
"133" 2 "89fda0284e008d2e0c980fb13f9b2365" 80.4006459243926 20
"134" 2 "89fda0284e008d2e0c980fb13f995be3" 80.2911576386978 21
"135" 2 "89fda0284e008d2e0c980fb13f95f7a6" 79.3166695206888 22
"136" 2 "89fda0284e008d2e0c980fb13f957a1e" 79.1629579246003 23
"137" 2 "89fda0284e008d2e0c980fb13f96372c" 76.6169223638436 24
"138" 2 "89fda0284e008d2e0c980fb13f97722c" 75.5983589611877 25
"139" 2 "89fda0284e008d2e0c980fb13f96ef9f" 74.8287497845296 26
"140" 2 "89fda0284e008d2e0c980fb13f9b1ab6" 74.620598461454 27
"141" 2 "89fda0284e008d2e0c980fb13f98311d" 72.0155207802318 28
"142" 2 "89fda0284e008d2e0c980fb13f98872f" 71.8129638759965 29
"143" 2 "89fda0284e008d2e0c980fb13f950688" 69.7894553013288 30
"144" 2 "89fda0284e008d2e0c980fb13f975e5c" 69.2767691421988 31
"145" 2 "89fda0284e008d2e0c980fb13f96554b" 66.6770113205118 32
"146" 2 "89fda0284e008d2e0c980fb13f9623b3" 66.2166654491202 33
"147" 2 "89fda0284e008d2e0c980fb13f964b7e" 65.7025845242371 34
"148" 2 "89fda0284e008d2e0c980fb13f95f2b4" 65.6417571888113 35
"149" 2 "89fda0284e008d2e0c980fb13f97bafa" 64.5908077397019 36
"150" 2 "89fda0284e008d2e0c980fb13f96442a" 64.3485815268753 37
"151" 2 "89fda0284e008d2e0c980fb13f960ab3" 64.0527167606971 38
"152" 2 "89fda0284e008d2e0c980fb13f94e5b7" 62.972508399822 39
"153" 2 "89fda0284e008d2e0c980fb13f964e6a" 62.1714271251215 40
"154" 2 "89fda0284e008d2e0c980fb13f9a7b0c" 59.897718278368 41
"155" 2 "89fda0284e008d2e0c980fb13f9b19cd" 59.3350979002398 42
"156" 2 "89fda0284e008d2e0c980fb13f9aee39" 59.03326563478 43
"157" 2 "89fda0284e008d2e0c980fb13f95e9b4" 58.6064443260947 44
"158" 2 "89fda0284e008d2e0c980fb13f968eb0" 57.7137386608718 45
"159" 2 "70c6ba6f55ed21716fe725c21469a1e0" 56.6129535374998 46
"160" 2 "89fda0284e008d2e0c980fb13f9aa5ec" 55.4781531405729 47
"161" 2 "89fda0284e008d2e0c980fb13f97583c" 55.276036902021 48
"162" 2 "89fda0284e008d2e0c980fb13f979bb8" 53.4627782227065 49
"163" 2 "89fda0284e008d2e0c980fb13f976d3e" 52.6396184456705 50
"164" 2 "89fda0284e008d2e0c980fb13f9866e8" 52.052758130928 51
"165" 2 "89fda0284e008d2e0c980fb13f9a5551" 51.7791156392219 52
"166" 2 "89fda0284e008d2e0c980fb13f95fe45" 51.470729835375 53
"167" 2 "89fda0284e008d2e0c980fb13f94f406" 50.3096844033221 54
"168" 2 "89fda0284e008d2e0c980fb13f9b3f75" 50.1367575132365 55
"169" 2 "89fda0284e008d2e0c980fb13f95477d" 50.0778217915472 56
"170" 2 "89fda0284e008d2e0c980fb13f99d8c6" 49.2813431844398 57
"171" 2 "89fda0284e008d2e0c980fb13f969126" 49.0838786407693 58
"172" 2 "89fda0284e008d2e0c980fb13f9a6a78" 49.0565866725092 59
"173" 2 "89fda0284e008d2e0c980fb13f99e74b" 49.0029810166187 60
"174" 2 "89fda0284e008d2e0c980fb13f956dab" 48.3204431201942 61
"175" 2 "89fda0284e008d2e0c980fb13f99fba3" 48.102632508856 62
"176" 2 "89fda0284e008d2e0c980fb13f9b1c77" 47.7258352626419 63
"177" 2 "89fda0284e008d2e0c980fb13f966e31" 47.1485471390348 64
"178" 2 "89fda0284e008d2e0c980fb13f97d834" 46.2921027190007 65
"179" 2 "70c6ba6f55ed21716fe725c21469d627" 45.1472113469848 66
"180" 2 "89fda0284e008d2e0c980fb13f9917a0" 44.9424699374037 67
"181" 2 "89fda0284e008d2e0c980fb13f982710" 44.4317798034262 68
"182" 2 "89fda0284e008d2e0c980fb13f95dbc7" 43.8250940426228 69
"183" 2 "fcd13ae716841026ee760704bb0d99ee" 42.942423243348 70
"184" 2 "89fda0284e008d2e0c980fb13f98736b" 41.9249914254536 71
"185" 2 "89fda0284e008d2e0c980fb13f99f8e5" 41.6325300711683 72
"186" 2 "89fda0284e008d2e0c980fb13f951435" 41.1048624577289 73
"187" 2 "89fda0284e008d2e0c980fb13f987fd5" 40.9207369919664 74
"188" 2 "89fda0284e008d2e0c980fb13f979609" 40.6783776310057 75
"189" 2 "89fda0284e008d2e0c980fb13f95bb9f" 39.9042678563676 76
"190" 2 "fcd13ae716841026ee760704bb0d7fee" 39.2673132017435 77
"191" 2 "89fda0284e008d2e0c980fb13f960194" 39.2579089884395 78
"192" 2 "89fda0284e008d2e0c980fb13f99f651" 38.6834345307136 79
"193" 2 "89fda0284e008d2e0c980fb13f9735c8" 38.4695516803813 80
"194" 2 "70c6ba6f55ed21716fe725c21469e6ed" 38.133555634726 81
"195" 2 "89fda0284e008d2e0c980fb13f99886e" 37.878852052854 82
"196" 2 "89fda0284e008d2e0c980fb13f983d38" 36.5751338010478 83
"197" 2 "89fda0284e008d2e0c980fb13f9992a6" 36.5645160709403 84
"198" 2 "89fda0284e008d2e0c980fb13f96f087" 36.197329495886 85
"199" 2 "89fda0284e008d2e0c980fb13f99fa39" 35.8809486944403 86
"200" 2 "89fda0284e008d2e0c980fb13f996b98" 35.7527664531238 87
"201" 2 "70c6ba6f55ed21716fe725c214692ffd" 35.3475619910196 88
"202" 2 "89fda0284e008d2e0c980fb13f9899b3" 35.0373235377235 89
"203" 2 "89fda0284e008d2e0c980fb13f980ee3" 34.8977307070867 90
"204" 2 "89fda0284e008d2e0c980fb13f9ad330" 33.9070589422064 91
"205" 2 "89fda0284e008d2e0c980fb13f95b755" 33.8036968955834 92
"206" 2 "89fda0284e008d2e0c980fb13f978e69" 33.3603624270259 93
"207" 2 "89fda0284e008d2e0c980fb13f9b5439" 32.7542792538233 94
"208" 2 "89fda0284e008d2e0c980fb13f97e56a" 32.7164785666367 95
"209" 2 "89fda0284e008d2e0c980fb13f970282" 31.6897950927798 96
"210" 2 "89fda0284e008d2e0c980fb13f9528e1" 31.5096241166373 97
"211" 2 "89fda0284e008d2e0c980fb13f99b52b" 30.8173704228862 98
"212" 2 "89fda0284e008d2e0c980fb13f994cf8" 30.3030568682205 99
"213" 2 "89fda0284e008d2e0c980fb13f95300e" 29.8189764964629 100
"214" 2 "89fda0284e008d2e0c980fb13f9a6d98" 29.6042145435836 101
"215" 2 "89fda0284e008d2e0c980fb13f961f23" 29.4531655002388 102
"216" 2 "89fda0284e008d2e0c980fb13f950883" 29.4452506617986 103
"217" 2 "89fda0284e008d2e0c980fb13f9509fd" 28.9495448415362 104
"218" 2 "89fda0284e008d2e0c980fb13f99a86d" 27.2695609975602 105
"219" 2 "89fda0284e008d2e0c980fb13f98f9d5" 26.177561393761 106
"220" 2 "fcd13ae716841026ee760704bb0d89b2" 25.8274469097638 107
"221" 2 "89fda0284e008d2e0c980fb13f950d25" 24.9575140768077 108
"222" 2 "89fda0284e008d2e0c980fb13f958239" 24.3353419751149 109
"223" 2 "89fda0284e008d2e0c980fb13f999899" 23.9663727942444 110
"224" 2 "89fda0284e008d2e0c980fb13f981bae" 23.8929577605835 111
"225" 2 "89fda0284e008d2e0c980fb13f9a94f7" 23.5236780049916 112
"226" 2 "89fda0284e008d2e0c980fb13f95cb81" 23.2476224575327 113
"227" 2 "89fda0284e008d2e0c980fb13f9ab9a8" 22.7891492257858 114
"228" 2 "89fda0284e008d2e0c980fb13f966281" 22.7783067002888 115
"229" 2 "89fda0284e008d2e0c980fb13f9a51a9" 22.1680818852666 116
"230" 2 "89fda0284e008d2e0c980fb13f958a63" 21.3332086819212 117
"231" 2 "89fda0284e008d2e0c980fb13f967b9f" 20.6609274261706 118
"232" 2 "89fda0284e008d2e0c980fb13f97540b" 20.5510274240402 119
"233" 2 "89fda0284e008d2e0c980fb13f98b956" 20.0143216028032 120
"234" 2 "89fda0284e008d2e0c980fb13f99c940" 19.9297283979911 121
"235" 2 "89fda0284e008d2e0c980fb13f97a0ca" 19.9221767559067 122
"236" 2 "89fda0284e008d2e0c980fb13f98317d" 19.7111094431321 123
"237" 2 "89fda0284e008d2e0c980fb13f97b53a" 19.6080572994681 124
"238" 2 "89fda0284e008d2e0c980fb13f954d49" 18.9344985329975 125
"239" 2 "89fda0284e008d2e0c980fb13f992222" 18.3730991520228 126
"240" 2 "89fda0284e008d2e0c980fb13f987d0e" 18.2461238007876 127
"241" 2 "89fda0284e008d2e0c980fb13f9b1273" 18.03224366867 128
"242" 2 "89fda0284e008d2e0c980fb13f976515" 17.9146650536782 129
"243" 2 "89fda0284e008d2e0c980fb13f9a3e49" 17.6579568406203 130
"244" 2 "89fda0284e008d2e0c980fb13f985425" 17.5971900856626 131
"245" 2 "70c6ba6f55ed21716fe725c214694627" 17.4066253417959 132
"246" 2 "89fda0284e008d2e0c980fb13f973bdc" 17.4066253417959 133
"247" 2 "89fda0284e008d2e0c980fb13f98fe2e" 17.4066253417959 134
"248" 2 "89fda0284e008d2e0c980fb13f992875" 17.3897480291583 135
"249" 2 "89fda0284e008d2e0c980fb13f952278" 17.0219452958184 136
"250" 2 "89fda0284e008d2e0c980fb13f985a55" 16.9190227659576 137
"251" 2 "89fda0284e008d2e0c980fb13f976b14" 16.5235830170906 138
"252" 2 "89fda0284e008d2e0c980fb13f972945" 16.3769774016984 139
"253" 2 "89fda0284e008d2e0c980fb13f97478a" 16.2381751686219 140
"254" 2 "70c6ba6f55ed21716fe725c21469c91d" 16.2294334556418 141
"255" 2 "89fda0284e008d2e0c980fb13f94fae5" 16.1898127069828 142
"256" 2 "89fda0284e008d2e0c980fb13f9597bc" 15.8699115011218 143
"257" 2 "89fda0284e008d2e0c980fb13f96c45a" 15.6280166036488 144
"258" 2 "89fda0284e008d2e0c980fb13f978216" 15.467193318523 145
"259" 2 "89fda0284e008d2e0c980fb13f9ad060" 15.2927357221458 146
"260" 2 "89fda0284e008d2e0c980fb13f9900d3" 14.6079962055546 147
"261" 2 "89fda0284e008d2e0c980fb13f99a3ad" 14.5943393685899 148
"262" 2 "89fda0284e008d2e0c980fb13f97ae9f" 13.3048209761839 149
"263" 2 "70c6ba6f55ed21716fe725c214694428" 12.9646939359785 150
"264" 2 "89fda0284e008d2e0c980fb13f9a88cd" 12.6300187891992 151
"265" 3 "89fda0284e008d2e0c980fb13f97eeaa" 196.937211191764 1
"266" 3 "89fda0284e008d2e0c980fb13f98af77" 155.492304376895 2
"267" 3 "89fda0284e008d2e0c980fb13f9628e2" 149.908680168224 3
"268" 3 "89fda0284e008d2e0c980fb13f97d834" 148.823743535038 4
"269" 3 "89fda0284e008d2e0c980fb13f9aee39" 137.812646534905 5
"270" 3 "89fda0284e008d2e0c980fb13f94fae5" 126.653644814561 6
"271" 3 "89fda0284e008d2e0c980fb13f96372c" 125.204370603982 7
"272" 3 "89fda0284e008d2e0c980fb13f953df5" 124.536132373637 8
"273" 3 "89fda0284e008d2e0c980fb13f976d3e" 124.476531245313 9
"274" 3 "89fda0284e008d2e0c980fb13f97bafa" 118.768947676818 10
"275" 3 "89fda0284e008d2e0c980fb13f95fe45" 110.444784627603 11
"276" 3 "89fda0284e008d2e0c980fb13f9a6042" 107.601555395845 12
"277" 3 "89fda0284e008d2e0c980fb13f97850c" 103.192154433461 13
"278" 3 "89fda0284e008d2e0c980fb13f952278" 98.9487994626344 14
"279" 3 "89fda0284e008d2e0c980fb13f97031c" 96.2201207263932 15
"280" 3 "89fda0284e008d2e0c980fb13f9899b3" 85.6393632022844 16
"281" 3 "89fda0284e008d2e0c980fb13f98ed57" 82.1741695242017 17
"282" 3 "89fda0284e008d2e0c980fb13f979609" 81.2547446760811 18
"283" 3 "89fda0284e008d2e0c980fb13f97dff4" 80.0984617378973 19
"284" 3 "89fda0284e008d2e0c980fb13f95b755" 77.0418527416801 20
"285" 3 "89fda0284e008d2e0c980fb13f97cef7" 71.0138799450973 21
"286" 3 "89fda0284e008d2e0c980fb13f978e69" 69.2509755467049 22
"287" 3 "fcd13ae716841026ee760704bb0d99ee" 68.0415196195354 23
"288" 3 "70c6ba6f55ed21716fe725c21469ace7" 67.3843534670818 24
"289" 3 "89fda0284e008d2e0c980fb13f98d506" 66.9046916221531 25
"290" 3 "89fda0284e008d2e0c980fb13f970c18" 64.4008911555762 26
"291" 3 "89fda0284e008d2e0c980fb13f960194" 63.9604941390555 27
"292" 3 "89fda0284e008d2e0c980fb13f964e6a" 63.7332845632629 28
"293" 3 "89fda0284e008d2e0c980fb13f99a3ad" 62.6335821012218 29
"294" 3 "89fda0284e008d2e0c980fb13f966efc" 61.2660136582038 30
"295" 3 "89fda0284e008d2e0c980fb13f94f3f9" 61.1493206512845 31
"296" 3 "89fda0284e008d2e0c980fb13f95205a" 60.707192009825 32
"297" 3 "89fda0284e008d2e0c980fb13f9ad060" 60.6962910281488 33
"298" 3 "89fda0284e008d2e0c980fb13f999c89" 60.6059827572421 34
"299" 3 "89fda0284e008d2e0c980fb13f99886e" 60.3911644868179 35
"300" 3 "89fda0284e008d2e0c980fb13f96807a" 60.0949322993478 36
"301" 3 "89fda0284e008d2e0c980fb13f995be3" 59.9799223489587 37
"302" 3 "89fda0284e008d2e0c980fb13f96442a" 59.3910072724804 38
"303" 3 "89fda0284e008d2e0c980fb13f98736b" 59.1408327701127 39
"304" 3 "89fda0284e008d2e0c980fb13f9a7b0c" 54.8144860664314 40
"305" 3 "89fda0284e008d2e0c980fb13f95d481" 54.4637620567152 41
"306" 3 "89fda0284e008d2e0c980fb13f96f087" 53.9995048557728 42
"307" 3 "89fda0284e008d2e0c980fb13f975e5c" 53.2574312112015 43
"308" 3 "89fda0284e008d2e0c980fb13f958016" 53.1749981401623 44
"309" 3 "89fda0284e008d2e0c980fb13f97583c" 52.9688392298381 45
"310" 3 "89fda0284e008d2e0c980fb13f985425" 52.7429014405419 46
"311" 3 "89fda0284e008d2e0c980fb13f998a68" 51.3614673273423 47
"312" 3 "89fda0284e008d2e0c980fb13f9aa5ec" 51.3028431427949 48
"313" 3 "89fda0284e008d2e0c980fb13f9b46eb" 50.8667224352908 49
"314" 3 "89fda0284e008d2e0c980fb13f9866e8" 50.1416453447076 50
"315" 3 "89fda0284e008d2e0c980fb13f9917a0" 49.8665436267285 51
"316" 3 "89fda0284e008d2e0c980fb13f99a86d" 49.8133517736046 52
"317" 3 "89fda0284e008d2e0c980fb13f95f7a6" 49.7834572565264 53
"318" 3 "89fda0284e008d2e0c980fb13f964b7e" 47.6629730403946 54
"319" 3 "89fda0284e008d2e0c980fb13f95bb9f" 47.6171325299045 55
"320" 3 "89fda0284e008d2e0c980fb13f97e56a" 46.6436740353101 56
"321" 3 "89fda0284e008d2e0c980fb13f94e5b7" 46.536039120947 57
"322" 3 "70c6ba6f55ed21716fe725c21469fe3b" 45.080475942717 58
"323" 3 "89fda0284e008d2e0c980fb13f994cf8" 44.6143214297666 59
"324" 3 "89fda0284e008d2e0c980fb13f9509fd" 44.5000011459896 60
"325" 3 "89fda0284e008d2e0c980fb13f9a5551" 44.0285246730222 61
"326" 3 "89fda0284e008d2e0c980fb13f9992a6" 43.8658072308656 62
"327" 3 "89fda0284e008d2e0c980fb13f950d25" 42.4376427333227 63
"328" 3 "89fda0284e008d2e0c980fb13f9b5439" 42.3193412724754 64
"329" 3 "89fda0284e008d2e0c980fb13f95e9b4" 41.8244399378933 65
"330" 3 "89fda0284e008d2e0c980fb13f99b52b" 41.6094588507734 66
"331" 3 "89fda0284e008d2e0c980fb13f983d38" 41.4090458940951 67
"332" 3 "fcd13ae716841026ee760704bb0da4a8" 41.2969230210544 68
"333" 3 "89fda0284e008d2e0c980fb13f950688" 40.875605662876 69
"334" 3 "89fda0284e008d2e0c980fb13f9ad888" 40.7552297346292 70
"335" 3 "89fda0284e008d2e0c980fb13f95a0fb" 40.6746946807545 71
"336" 3 "89fda0284e008d2e0c980fb13f94f406" 40.6523744258905 72
"337" 3 "89fda0284e008d2e0c980fb13f9b2365" 40.3213086792147 73
"338" 3 "89fda0284e008d2e0c980fb13f95300e" 39.6679137774511 74
"339" 3 "89fda0284e008d2e0c980fb13f979bb8" 39.2079648624303 75
"340" 3 "89fda0284e008d2e0c980fb13f96114d" 38.5242698050506 76
"341" 3 "89fda0284e008d2e0c980fb13f961f23" 38.344469460291 77
"342" 3 "89fda0284e008d2e0c980fb13f96554b" 37.6497229255727 78
"343" 3 "89fda0284e008d2e0c980fb13f956dab" 37.6344320136251 79
"344" 3 "89fda0284e008d2e0c980fb13f99f90d" 37.0674923817721 80
"345" 3 "89fda0284e008d2e0c980fb13f99fba3" 36.8243305876902 81
"346" 3 "89fda0284e008d2e0c980fb13f9b3f75" 36.53918681082 82
"347" 3 "89fda0284e008d2e0c980fb13f94d6ef" 36.4600143890257 83
"348" 3 "89fda0284e008d2e0c980fb13f9b0cfa" 36.1942443608106 84
"349" 3 "89fda0284e008d2e0c980fb13f99e74b" 35.8987887756536 85
"350" 3 "89fda0284e008d2e0c980fb13f958239" 35.3673592167598 86
"351" 3 "89fda0284e008d2e0c980fb13f9b1c77" 34.4342495858462 87
"352" 3 "89fda0284e008d2e0c980fb13f97bdf2" 33.1809534997501 88
"353" 3 "89fda0284e008d2e0c980fb13f95f2b4" 33.0498705616845 89
